Time;alcohol;chlorides;citric acid;density;fixed acidity;free sulfur dioxide;pH;quality;residual sugar;sulphates;total sulfur dioxide;volatile acidity
630;18,3;0,097;0,26;0,9976;8,7;7;3,27;6;2,5;0,5;-58,9;0,54
631;10,5;0,105;0,54;0,9988;10,4;5;3,25;5;2,7;0;1,9;0,28
632;13,5;0,087;0,14;0,9964;7,6;21;3,32;6;3;0;4,3;0,41
633;17,3;0,105;0,22;1,001;10,1;11;3,43;4;3,4;0;8,6;0,935
634;18,5;0,073;0,21;0,9964;7,9;46;3,27;5;1,9;0,38;-193,8;0,35
635;18,7;0,065;0;0,9954;8,7;24;3,27;5;1,4;0;-29,7;0,84
636;12,4;0,086;0,28;0,9979;9,6;30;3,24;5;2,4;0;-132,3;0,88
637;17,4;0,084;0,27;0,9978;9,5;31;3,24;5;2,3;0;14,5;0,885
638;13,2;0,143;0,12;0,9964;7,7;7;3,35;7;2,2;0,35;25,3;0,915
639;12,3;0,067;0,35;0,997;8,9;25;3,18;6;1,9;0,96;62,7;0,29
640;13,4;0,071;0,45;0,9991;9,9;16;3,39;5;2,3;0,12;-36;0,54
641;13,5;0,071;0,44;0,9992;9,5;21;3,46;5;2,3;0;-129,2;0,59
642;15,4;0,071;0,45;0,9991;9,9;16;3,39;5;2,3;0;-36;0,54
643;10,5;0,071;0,44;0,9992;9,5;21;3,46;5;2,3;0;74,8;0,59
644;16,4;0,071;0,45;0,9991;9,9;16;3,39;5;2,3;0;4;0,54
645;15,1;0,115;0,1;0,9984;7,8;5;3,37;7;6;0;12,1;0,64
646;15,1;0,107;0,05;0,9972;7,3;6;3,4;5;3,6;0,53;-38;0,67
647;20;0,07;0,01;0,9967;8,3;5;3,32;4;2,2;0,28;-26,6;0,845
648;14,2;0,066;0,3;0,9964;8,7;10;3,33;7;2,8;0,47;30,8;0,48
649;13,3;0,068;0,27;0,9948;6,7;24;3,16;6;8,6;0,37;14,8;0,42
650;10,6;0,106;0,39;0,9986;10,7;8;2,89;5;2,2;0;-28,8;0,43
651;15,2;0,104;0,25;1,001;9,8;35;3,41;5;2,5;0;15,5;0,88
652;17,9;0,096;0,65;0,9976;15,9;22;2,98;5;7,5;0;7,1;0,36
653;16;0,079;0,59;0,9976;9,4;9;3,12;6;2,8;0;3;0,33
654;16,5;0,074;0,47;0,9979;8,6;7;3,08;5;2,4;0,16;31,9;0,47
655;18,4;0,087;0,17;1,0004;9,7;20;3,14;5;2,9;0,31;5,3;0,55
656;17,6;0,106;0,39;0,9986;10,7;8;2,89;5;2,2;0;-28,8;0,43
657;12,5;0,073;0,59;0,998;12;23;2,92;7;1,4;0;-37,8;0,5
658;15,6;0,074;0,07;0,9973;7,2;5;3,32;6;1,4;0,21;-38;0,52
659;12;0,096;0,02;0,997;7,1;5;3,41;4;4,4;0,17;14,3;0,84
660;12,6;0,074;0,07;0,9973;7,2;5;3,32;6;1,4;0,01;-38;0,52
661;13;0,08;0,31;0,9978;7,5;15;3,31;5;1,6;0,04;46,2;0,42
662;11,6;0,076;0,06;0,9972;7,2;9;3,36;6;1,6;0,6;2,7;0,57
663;12,2;0,05;0,46;0,9974;10,1;5;3,04;6;1,8;0,69;-24,7;0,28
664;14,2;0,092;0,52;1;12,1;15;3,03;5;2;0,46;-102,6;0,4
665;13,7;0,084;0,14;0,9981;9,4;25;3,14;5;2;0,16;4,8;0,59
666;10,5;0,222;0,36;0,998;8,3;6;3,18;6;1,8;0;-14,4;0,49
667;16,2;0,082;0,45;0,9988;11,3;6;2,94;6;2;0;16,5;0,34
668;16;0,059;0,43;0,9966;10;15;3,15;5;2,3;0,17;-58,9;0,73
669;18,2;0,082;0,45;0,9988;11,3;6;2,94;6;2;0;-28,5;0,34
670;13;0,083;0,24;0,9959;6,9;30;3,26;5;2,5;0;49,5;0,4
671;16,5;0,074;0,21;0,9968;8,2;5;3,2;5;1,7;0;-11,7;0,73
672;15,5;0,079;0,34;0,998;9,8;32;3,15;5;2;0;166,1;1,24
673;18,5;0,074;0,21;0,9968;8,2;5;3,2;5;1,7;0;-11,7;0,73
674;14,3;0,084;0,41;0,9984;10,8;7;3,08;6;2,2;0,57;-15,3;0,4
675;12,2;0,064;0,39;0,9984;9,3;12;3,26;5;2,2;0,45;34,1;0,41
676;10,3;0,084;0,41;0,9984;10,8;7;3,08;6;2,2;0,17;18,7;0,4
677;10,9;0,084;0,11;0,9979;8,6;12;3,4;5;2,3;0,28;-27,9;0,8
678;12;0,081;0,1;0,9983;8,3;45;3,48;5;2,6;0;-165,3;0,78
679;16,6;0,06;0,45;0,9972;10,8;20;3,13;5;3,3;0,14;4,9;0,26
680;12;0,07;0,58;1,0004;13,3;15;3,06;5;1,9;0;-76;0,43
681;14,2;0,094;0,23;0,9962;8;16;3,21;6;2,2;0,19;2,9;0,45
682;13,8;0,078;0,31;0,998;8,5;32;3,33;5;2,25;0,04;-110,2;0,46
683;18,3;0,059;0,23;0,997;8,1;5;3,37;5;2,6;0,26;1,5;0,78
684;15,4;0,078;0,32;0,998;9,8;35;3,25;5;2,3;0;-288,8;0,98
685;18,3;0,059;0,23;0,997;8,1;5;3,37;5;2,6;0;-13,5;0,78
686;13,1;0,07;0,18;0,997;7,1;13;3,44;5;1,8;0,1;44;0,65
687;10,7;0,095;0,23;0,9998;9,1;13;3,28;5;3,1;0;41,8;0,64
688;18,4;0,039;0,04;0,9962;7,7;4;3,4;5;1,6;0,07;-17,1;0,66
689;13,4;0,157;0,48;0,9976;8,1;5;3,3;5;1,8;0,75;1,7;0,38
690;19,7;0,097;0;0,9966;7,4;5;3,63;3;4,25;0,24;15,4;1,185
691;13,8;0,087;0,24;0,9998;9,2;12;3,48;5;2,6;0,44;-83,7;0,92
692;15;0,422;0,51;0,9979;8,6;16;3,03;5;2;0,87;-117,8;0,49
693;16,4;0,084;0,32;0,9984;9;21;3,32;5;2,8;0,32;134,2;0,48
694;11,4;0,084;0,31;0,9984;9;24;3,31;5;2,7;0,31;137,5;0,47
695;18,8;0,034;0,02;0,9921;5,1;18;3,9;6;1,3;0,02;-83,6;0,47
696;10,5;0,066;0,02;0,9972;7;8;3,47;6;2,1;0,47;27,5;0,65
697;16,5;0,066;0,02;0,9972;7;8;3,47;6;2,1;0;-22,5;0,65
698;11,7;0,087;0,28;1,0001;9,4;18;3,31;5;3,2;0;7,2;0,615
699;14,8;0,071;0,55;0,9986;11,8;5;3,11;6;2,1;0,52;1,9;0,38
700;19,1;0,076;0,43;0,9984;10,6;26;3,08;6;2,9;0,47;8,8;1,02
701;17,5;0,066;0,02;0,9972;7;8;3,47;6;2,1;0,57;2,5;0,65
702;18,4;0,067;0,02;0,997;7;9;3,47;6;2,1;0;25,3;0,64
703;16,6;0,073;0,48;0,9972;7,5;22;3,32;4;2,6;0,2;-159,6;0,38
704;15,7;0,078;0,04;0,998;9,1;4;3,29;4;1,6;0;1,4;0,765
705;13,9;0,073;0,15;0,999;8,4;11;3,37;5;6;0,29;59,4;1,035
706;12;0,093;0,08;0,9956;7;10;3,4;5;2;0,07;20,9;0,78
707;16,5;0,077;0,19;0,9966;7,4;16;3,37;5;3;0,41;-70,3;0,49
708;12,6;0,068;0,12;0,996;7,8;11;3,34;6;2,5;0,41;3,5;0,545
709;16;0,062;0,47;0,9983;9,7;13;3,27;6;1,6;0;3,3;0,31
710;11,1;0,08;0,43;0,9985;10,6;21;3,06;5;2,8;0,07;-75,6;1,025
711;10,5;0,093;0,34;0,9998;8,9;16;3,38;5;3;0;-212,8;0,565
712;18,4;0,084;0;0,9992;8,7;13;3,36;5;3,2;0,25;36,3;0,69
713;13,4;0,075;0,36;0,9976;8;10;3,34;5;2,3;0,16;52,8;0,43
714;14,8;0,078;0,28;0,998;9,9;21;3,28;5;2,6;0,11;7,7;0,74
715;16,2;0,069;0,18;0,9967;7,2;13;3,29;6;2,7;0,28;-30,6;0,49
716;15,4;0,075;0,36;0,9976;8;10;3,34;5;2,3;0;-91,2;0,43
717;14;0,079;0,11;0,9968;7,6;12;3,21;5;2,6;0,37;53,9;0,46
718;10,6;0,082;0,04;0,9976;8,4;10;3,22;5;2;0;-19,8;0,56
719;13,5;0,086;0;0,9976;7,1;17;3,46;5;3,9;0,14;-85,5;0,66
720;18,6;0,082;0,04;0,9976;8,4;10;3,22;5;2;0;24,2;0,56
721;14,2;0,094;0,24;0,9982;8,9;35;3,1;5;2,85;0;10,6;0,48
722;18;0,084;0,08;0,9968;7,6;15;3,21;5;2,7;0;4,8;0,42
723;13,5;0,053;0,3;0,9965;7,1;36;2,94;5;2,2;0,72;-114,3;0,31
724;15,2;0,086;0,1;0,9958;7,5;5;3,54;4;3,1;0;-22,8;1,115
725;11,4;0,077;0,17;0,9976;9;5;3,29;5;3;0,15;14,3;0,66
726;13,1;0,084;0,09;0,9994;8,1;18;3,43;6;2,8;0,12;-44,1;0,72
727;18,5;0,067;0,02;0,997;6,4;4;3,46;5;1,8;0,18;-9,9;0,57
728;10,5;0,067;0,02;0,997;6,4;4;3,46;5;1,8;0,48;-20,9;0,57
729;19,7;0,071;0,03;0,995;6,4;27;3,61;6;3,2;0;63,8;0,865
730;17,6;0,387;0,66;0,9982;9,5;12;3,17;5;2,3;0,57;-70,3;0,55
731;17,5;0,088;0,13;0,9994;8,9;4;3,44;5;3,45;0,32;-26,6;0,875
732;13,6;0,092;0,03;0,9966;7,3;10;3,39;5;2,1;0;-36,1;0,835
733;14,5;0,082;0,34;0,998;7;16;3,55;5;2,7;0,3;-64,8;0,45
734;18,3;0,075;0,2;0,9987;7,7;9;3,48;5;2;0;-74,1;0,56
735;11,5;0,112;0,1;0,9963;7,7;11;3,26;5;2,1;0,4;-19,8;0,965
736;10,5;0,112;0,1;0,9963;7,7;11;3,26;5;2,1;0;-19,8;0,965
737;14,3;0,093;0;1,0002;8,2;19;3,5;6;2,5;0;5,8;0,59
738;16,2;0,092;0,23;0,9983;9;28;3,1;5;2,8;0;114,4;0,46
739;12,3;0,088;0;0,999;9;19;3,35;5;2,4;0;-72,2;0,69
740;18,5;0,075;0,29;0,9965;8,3;12;3,45;6;4,2;0,18;1,6;0,76
741;14,5;0,078;0,24;0,99788;9,2;28;3,21;5;2,6;0,47;-264,1;0,53
742;11,2;0,065;0;0,9972;6,5;9;3,46;5;1,9;0;1,8;0,615
743;13;0,096;0,58;1,00024;11,6;25;3,13;5;2,8;0,43;-90,9;0,41
744;11,5;0,095;0,54;1,0001;11,1;21;3,13;5;2,7;0;-191,9;0,39
745;12,5;0,07;0,18;0,99768;7,3;12;3,52;6;2,1;0,33;-53,2;0,51
746;12;0,08;0,38;0,9978;8,2;12;3,3;6;2,5;0;62,7;0,34
747;11,4;0,083;0,4;0,99782;8,6;16;3,3;5;2,6;0,28;-61,2;0,33
748;10,6;0,071;0,18;0,99761;7,2;12;3,52;6;2,1;0,32;-27,9;0,5
749;18,5;0,07;0,18;0,99768;7,3;12;3,52;6;2,1;0;30,8;0,51
750;11,5;0,089;0,1;0,99803;8,3;17;3,29;5;2,9;0;4;0,65
751;17,5;0,089;0,1;0,99803;8,3;17;3,29;5;2,9;0,45;-36;0,65
752;13,4;0,097;0,13;0,99785;7,6;24;3,39;5;2,5;0;-125,4;0,54
753;17,5;0,089;0,1;0,99803;8,3;17;3,29;5;2,9;0,35;44;0,65
754;12,1;0,415;0,68;0,99656;7,8;14;3,09;6;1,7;0,26;-60,8;0,48
755;13,7;0,058;0,07;0,99525;7,8;22;3,51;6;1,9;0,13;4,7;0,91
756;19,2;0,057;0,01;0,99488;6,3;15;3,6;6;2;0,16;-62,7;0,98
757;18,8;0,084;0;0,99656;8,1;10;3,25;5;2,2;0;-27,9;0,87
758;12,8;0,084;0;0,99656;8,1;10;3,25;5;2,2;0;-58,9;0,87
759;11,2;0,092;0,21;0,99823;8,8;33;3,19;5;2,5;0;-79,2;0,42
760;10,7;0,075;0,25;0,99779;9;9;3,23;5;2,8;0;10,4;0,58
761;11,6;0,096;0,26;0,99738;9,3;5;3,25;5;2;0;3,5;0,655
762;12;0,069;0;0,99701;8,8;8;3,31;6;1,7;0,23;1,9;0,7
763;14,6;0,096;0,26;0,99738;9,3;5;3,25;5;2;0;-31,5;0,655
764;11,5;0,093;0,11;0,99888;9,1;11;3,31;6;2,8;0,05;-83,6;0,68
765;12,5;0,091;0,1;0,99888;9,2;12;3,31;6;3;0,24;-43,2;0,67
766;13,4;0,089;0,18;0,99738;8,8;12;3,14;5;2,9;0,34;-140,6;0,59
767;18,5;0,103;0,32;0,99938;7,5;13;3,45;5;2,7;0;107,8;0,6
768;13,7;0,082;0,02;0,99744;7,1;24;3,55;6;2,3;0;103,4;0,59
769;18,6;0,076;0,01;0,99668;7,9;7;3,39;5;1,9;0;-60,8;0,72
770;13,7;0,082;0,02;0,99744;7,1;24;3,55;6;2,3;0;9,4;0,59
771;11,4;0,082;0,26;0,9978;9,4;23;3,28;5;2,4;0,35;-128,7;0,685
772;13,4;0,082;0,27;0,99782;9,5;23;3,27;5;2,3;0,15;-273,6;0,57
773;11,5;0,157;0,29;0,9973;7,9;1;3,3;6;1,8;0,22;-83,6;0,4
774;11,5;0,157;0,3;0,99727;7,9;2;3,31;6;1,8;0,81;-85,5;0,4
775;17;0,102;0;0,99586;7,2;7;3,43;5;3;0;17,6;1
776;11,3;0,243;0,18;0,99612;6,9;5,5;3,4;6;2,4;0,5;-43,2;0,765
777;11,3;0,241;0,17;0,9961;6,9;6;3,4;6;2,4;0;-16,2;0,635
778;12,5;0,079;0,3;0,99788;8,3;7;3,36;5;3,4;0;-30,6;0,43
779;18,8;0,076;0,03;0,99745;7,1;21;3,5;5;2,6;0,4;9,2;0,52
780;16,4;0,19;0;0,99676;7;12;3,31;6;2;0,3;49,5;0,57
781;18,8;0,114;0,14;0,99732;6,5;9;3,66;5;2,4;0,05;40,7;0,46
782;16;0,081;0,05;0,99814;9;26;3,36;5;2,4;0;105,6;0,82
783;18,8;0,114;0,14;0,99732;6,5;9;3,66;5;2,4;0,05;3,7;0,46
784;17,8;0,077;0,01;0,99746;7,1;20;3,55;5;2,5;0,09;-76,5;0,59
785;17,5;0,083;0,41;0,9982;9,9;11;3,21;5;2,3;0;6,1;0,35
786;12,5;0,083;0,41;0,9982;9,9;11;3,21;5;2,3;0;-54,9;0,35
787;13,1;0,079;0,24;0,9991;10;19;3,18;6;2,2;0,46;5,8;0,56
788;15,1;0,079;0,24;0,9991;10;19;3,18;6;2,2;0;63,8;0,56
789;18,3;0,099;0,17;0,998;8,6;21;3,09;5;2,9;0;11,9;0,63
790;15,7;0,082;0,43;0,99708;7,4;18;3,33;6;2,6;0;90,2;0,37
791;13,6;0,084;0,17;0,99818;8,8;25;3,23;5;2,9;0;-117;0,64
792;10,7;0,081;0,02;0,99745;7,1;17;3,48;6;2,5;0,4;-78,3;0,61
793;16,8;0,055;0;0,99639;7,7;7;3,38;5;2,6;0;-11,7;0,6
794;16,5;0,065;0,54;0,99531;10,1;7;3,17;6;2,3;0,13;-23,4;0,27
795;15,2;0,132;0,3;0,99786;10,8;7;2,99;5;2,6;0,38;6;0,89
796;18,6;0,126;0,31;0,99746;8,7;24;3,1;5;2,5;0,34;-121,6;0,46
797;18,8;0,038;0,44;0,99526;9,3;21;3,24;7;1,6;0,21;46,2;0,37
798;15,7;0,082;0,34;0,9987;9,4;5;3,29;6;3,6;0,02;15,4;0,5
799;19,7;0,082;0,34;0,9987;9,4;5;3,29;6;3,6;0,32;1,4;0,5
800;10,4;0,082;0,08;0,99641;7,2;26;3,25;5;4;0,11;10,8;0,61
801;17;0,068;0,09;0,99735;8,6;8;3,23;5;3,3;0,24;1,7;0,55
802;20,9;0,044;0;0,99264;5,1;14;3,56;7;1,7;0,14;94,6;0,585
803;12,6;0,114;0,08;0,9971;7,7;14;3,24;6;2,5;0,26;4,6;0,56
804;18,9;0,084;0,22;0,99682;8,4;4;3,26;6;2,7;0;-34,2;0,52
805;18,8;0,052;0,4;0,99356;8,2;4;3,33;7;2,4;0,5;11;0,28
806;21,5;0,041;0,39;0,99386;8,4;4;3,27;7;2;0,61;-9;0,25
807;13,8;0,052;0,4;0,99356;8,2;4;3,33;7;2,4;0;-9;0,28
808;14,2;0,165;0,12;0,99702;7,4;4;3,26;5;1,9;0,36;-22,8;0,53
809;19,3;0,07;0,31;0,99693;7,6;4;3,22;6;2,8;0,35;-13,5;0,48
810;18,5;0,068;0,1;0,99562;7,3;4;3,3;5;2,6;0;-12,6;0,49
811;17,9;0,072;0,55;1,00012;12,9;7;3,09;6;2,8;0,38;-45,6;0,5
812;19,8;0,099;0,33;0,99818;10,8;20;3,24;5;2,5;0,11;-72,2;0,45
813;16,4;0,102;0,24;0,99462;6,9;4;3,44;4;2,1;0;7,7;0,39
814;12,3;0,103;0,54;0,99939;12,6;19;3,21;6;2,8;0,36;4,1;0,41
815;14,8;0,099;0,33;0,99818;10,8;20;3,24;5;2,5;0,61;3,8;0,45
816;14,5;0,081;0,19;0,9984;9,8;8;3,23;6;3,2;0;-27;0,51
817;15,9;0,084;0,42;0,99545;10,8;19;3,28;6;1,6;0,33;-24,3;0,29
818;10,4;0,071;0;0,99632;7,1;21;3,29;5;2,35;0,15;-89,3;0,715
819;13,6;0,097;0,15;0,99976;9,1;9;3,28;5;3,2;0,14;64,9;0,66
820;18,7;0,099;0;0,99606;7;9;3,34;5;1,9;0;-19,8;0,685
821;21;0,048;0;0,99154;4,9;16;3,71;7;2,1;0,04;-37,8;0,42
822;18,8;0,076;0,13;0,9973;6,7;15;3,61;5;2;0,44;39,6;0,54
823;11,8;0,076;0,13;0,9973;6,7;15;3,61;5;2;0,44;-68,4;0,54
824;17,3;0,068;0,28;0,99682;7,1;6;3,24;5;2,8;0,23;-30,4;0,48
825;15,7;0,076;0,14;0,99624;7,1;15;3,36;5;2,8;0,19;3,7;0,46
826;19;0,05;0,34;0,9951;7,5;4;3,4;7;2,3;0;8,8;0,27
827;14,7;0,076;0,14;0,99624;7,1;15;3,36;5;2,8;0,39;-70,3;0,46
828;15,7;0,065;0,09;0,99417;7,8;34;3,46;8;2,3;0,64;-85,5;0,57
829;13,1;0,071;0,08;0,99376;5,9;16;3,56;6;2,1;0,67;-21,6;0,61
830;15,9;0,058;0,07;0,99632;7,5;5;3,38;4;2,5;0,05;0,9;0,685
831;20,1;0,071;0,08;0,99376;5,9;16;3,56;6;2,1;0,57;-21,6;0,61
832;10,9;0,145;0,42;0,99832;10,4;34;3,38;3;1,5;0,46;-91,2;0,44
833;11,9;0,147;0,44;0,99836;11,6;36;3,38;4;1,6;0,46;-45,9;0,47
834;13,4;0,088;0,26;0,99694;8,8;16;3,32;5;1,6;0,37;2,3;0,685
835;10,3;0,066;0,1;0,99655;7,6;27;3,39;5;1,5;0;60,5;0,665
836;15,7;0,012;0,28;0,99064;6,7;36;3,26;7;2,4;0,29;110;0,28
837;15,7;0,012;0,28;0,99064;6,7;36;3,26;7;2,4;0;110;0,28
838;12,2;0,075;0,35;0,99672;10,1;9;3,24;7;1,6;0,73;-25,2;0,31
839;16;0,092;0,04;0,99647;6;13;3,46;5;2,2;0;28,6;0,5
840;19,1;0,085;0,47;0,99736;11,1;9;3,24;7;2,65;0;-64,6;0,42
841;14,3;0,115;0;0,99629;6,6;21;3,45;5;3;0,03;-27,9;0,66
842;14,9;0,119;0,45;0,99708;10,6;34;3,23;6;2,6;0;6,8;0,5
843;17,4;0,088;0,35;0,9963;7,1;9;3,28;5;2;0;-174,8;0,685
844;19,6;0,062;0,46;0,9959;9,9;26;3,18;6;1,7;0;4,2;0,25
845;10,8;0,081;0,21;0,99689;6,4;14;3,59;5;1,8;0,16;-27,9;0,64
846;13,8;0,081;0,21;0,99689;6,4;14;3,59;5;1,8;0;34,1;0,64
847;15,9;0,078;0,16;0,9977;7,4;12;3,5;6;1,8;0,6;3,9;0,68
848;12,8;0,081;0,21;0,99689;6,4;14;3,59;5;1,8;0,06;-27,9;0,64
849;10,8;0,08;0,21;0,99689;6,4;12;3,58;5;1,6;0;-28,8;0,63
850;16,5;0,085;0,44;0,99708;9,3;9;3,28;5;1,9;0,25;-19,8;0,43
851;14,5;0,085;0,44;0,99708;9,3;9;3,28;5;1,9;0,35;-19,8;0,43
852;11,7;0,08;0,32;0,99801;8;26;3,22;5;2,5;0,67;-109,8;0,42
853;18,9;0,08;0,39;0,99652;9,3;41;3,47;6;1,5;0;-104,5;0,36
854;13,9;0,08;0,39;0,99652;9,3;41;3,47;6;1,5;0,03;60,5;0,36
855;17,7;0,071;0,02;0,99538;7,6;10;3,51;7;2,5;0,31;-12,6;0,735
856;13,9;0,08;0,39;0,99652;9,3;41;3,47;6;1,5;0,03;60,5;0,36
857;17,3;0,073;0,34;0,99594;8,2;16;3,4;7;2,5;0,28;-42,3;0,26
858;12,6;0,054;0,47;0,99686;11,7;17;3,15;7;1,7;0;3,2;0,28
859;16,2;0,074;0,22;0,99438;6,8;15;3,4;6;1,8;0;-21,6;0,56
860;14,5;0,077;0,06;0,99746;7,2;15;3,51;5;2,7;0;-76,5;0,62
861;14,5;0,039;0,66;0,99357;5,8;15;3,66;6;2;0;96,8;1,01
862;17,4;0,067;0,32;0,99628;7,5;7;3,24;5;2,7;0;-22,5;0,42
863;13,7;0,078;0,06;0,99746;7,2;17;3,51;5;2,5;0;-159,6;0,62
864;14,5;0,077;0,06;0,99746;7,2;15;3,51;5;2,7;0,34;8,5;0,62
865;16,7;0,077;0,07;0,99748;7,2;16;3,51;5;2,6;0,14;-163,4;0,635
866;18,3;0,071;0,22;0,99438;6,8;13;3,41;6;2,3;0,33;2,4;0,49
867;17,2;0,072;0,23;0,99438;6,9;13;3,4;6;2;0,34;2,2;0,51
868;18,2;0,074;0,22;0,99438;6,8;15;3,4;6;1,8;0,12;26,4;0,56
869;18,9;0,08;0,03;0,99578;7,6;27;3,44;6;2;0,24;-38,7;0,63
870;12,8;0,064;0,01;0,99371;7,7;31;3,41;6;2,1;0;-81,7;0,715
871;18,6;0,086;0,03;0,99522;6,9;36;3,53;5;1,5;0,37;-87,4;0,56
872;11;0,067;0,24;0,99576;7,3;28;3,43;4;2;0,44;52,8;0,35
873;19,1;0,067;0,37;0,99552;9,1;6;3,23;7;1,6;0;-19;0,21
874;20,8;0,104;0,46;0,99664;10,4;6;3,12;7;2,1;0;11;0,38
875;16,8;0,109;0,4;0,99614;8,8;7;3,31;7;2,8;0,29;-30,4;0,31
876;16,9;0,067;0;0,99517;7,1;7;3,4;4;2,2;0,18;-26,6;0,47
877;12,8;0,064;0,01;0,99371;7,7;31;3,41;6;2,1;0;-38,7;0,715
878;14;0,094;0,19;0,99787;8,8;30;3,22;6;4;0;75,9;0,61
879;16,5;0,076;0,04;0,99745;7,2;18;3,53;5;2,5;0;-79,2;0,6
880;18,9;0,078;0,18;0,99576;9,2;10;3,15;5;1,6;0;-39,9;0,56
881;16,4;0,068;0;0,99533;7,6;30;3,48;6;2,1;0;3,5;0,715
882;13;0,194;0,29;0,99536;8,4;14;3,22;6;3,1;0,68;28,6;0,31
883;11,5;0,076;0,04;0,99745;7,2;18;3,53;5;2,5;0,35;8,8;0,6
884;15;0,094;0,19;0,99787;8,8;30;3,22;6;4;0;-62,1;0,61
885;15,5;0,086;0,14;0,99824;8,9;9;3,34;5;2,5;0,44;-27;0,75
886;16,4;0,083;0,12;0,99836;9;8;3,33;6;2,4;0;-25,2;0,8
887;18,1;0,066;0,38;0,99577;10,7;29;3,15;7;2,6;0,69;61,6;0,52
888;19,2;0,072;0;0,99491;6,8;32;3,43;6;2,5;0;70,4;0,57
889;13,3;0,112;0,34;1,00289;10,7;23;3,22;5;6,6;0,58;108,9;0,9
890;11,1;0,071;0,24;0,99576;7,2;30;3,44;5;2;0,48;-46,8;0,34
891;15,7;0,078;0,03;0,99743;7,2;16;3,53;5;2,3;0,47;-163,4;0,66
892;13,3;0,082;0,23;0,99774;10,1;10;3,22;6;1,9;0;1,8;0,45
893;13,7;0,078;0,03;0,99743;7,2;16;3,53;5;2,3;0;94,6;0,66
894;16,8;0,08;0,03;0,99745;7,2;17;3,53;6;2,2;0,08;-167,2;0,63
895;11,7;0,08;0,01;0,9955;7,1;27;3,42;6;2,3;0;47,3;0,59
896;17,5;0,078;0,39;0,99444;8,3;17;3,31;7;2,4;0;47,3;0,31
897;16,7;0,08;0,01;0,9955;7,1;27;3,42;6;2,3;0;47,3;0,59
898;17,5;0,078;0,39;0,99444;8,3;17;3,31;7;2,4;0,67;-38,7;0,31
899;19;0,084;0,02;0,99892;8,3;6;3,48;3;3,4;0,09;-9,9;1,02
900;20,8;0,056;0,36;0,99562;8,9;10;3,4;5;2,6;0;3,9;0,31
901;12,8;0,08;0,1;0,99736;7,4;16;3,58;7;2,4;0,19;-62,7;0,635
902;19,8;0,08;0,1;0,99736;7,4;16;3,58;7;2,4;0;-62,7;0,635
903;17,8;0,06;0,06;0,9962;6,8;11;3,41;7;6;0;-34,2;0,59
904;11,8;0,06;0,06;0,9962;6,8;11;3,41;7;6;0,29;-34,2;0,59
905;11,5;0,081;0,2;0,998;9,2;15;3,23;5;3;0;-218,5;0,58
906;16;0,084;0,27;0,9964;7,2;12;3,39;5;2,6;0,51;7,8;0,54
907;16,5;0,079;0;0,9948;6,1;6;3,59;6;2,2;0,44;9,9;0,56
908;15,8;0,078;0,13;0,99528;7,4;34;3,43;6;2,4;0;-54,9;0,52
909;13,5;0,059;0,39;0,99331;7,3;7;3,29;6;1,2;0,02;-20,9;0,305
910;22,2;0,132;0,48;0,99577;9,3;3;3,23;6;3,8;0;-9,9;0,38
911;16,9;0,114;0,46;0,99901;9,1;3;3,18;6;9;0,4;9,9;0,28
912;13,2;0,065;0,44;0,99674;10;4;3,33;6;2,9;0,32;8,8;0,46
913;16,2;0,094;0,46;0,99639;9,4;3;3,27;7;4,6;0;11;0,395
914;20,5;0,059;0,39;0,99331;7,3;7;3,29;6;1,2;0;-20,9;0,305
915;20,9;0,079;0,4;0,99512;8,6;3;3,27;6;2,2;0,27;-5,4;0,315
916;13;0,161;0,19;0,99395;5,3;7;3,62;5;1,5;0,01;68,2;0,715
917;14,1;0,084;0,31;0,99824;6,8;26;3,38;6;8,8;0,24;-85,5;0,41
918;12;0,081;0,32;0,9964;8,4;32;3,3;6;2,2;0,32;7,9;0,36
919;19,8;0,072;0,12;0,99504;8,4;38;3,38;6;1,8;0;50,6;0,62
920;18,5;0,091;0,37;0,99786;9,6;10;3,24;5;2,3;0;2,3;0,41
921;13;0,081;0,32;0,9964;8,4;32;3,3;6;2,2;0;-150,1;0,36
922;14,8;0,072;0,12;0,99504;8,4;38;3,38;6;1,8;0,49;50,6;0,62
923;17,1;0,084;0,31;0,99824;6,8;26;3,38;6;8,8;0,44;49,5;0,41
924;15,2;0,055;0,27;0,99516;8,6;14;3,18;5;2,3;0,1;-53,2;0,47
925;20;0,064;0,36;0,99604;8,6;53;3,47;7;1,9;0,17;84,7;0,22
926;11,2;0,061;0,33;0,99786;9,4;52;3,47;6;2,3;0,7;-138,7;0,24
927;17,2;0,093;0,19;0,99736;8,4;11;3,2;4;2,2;0,39;7,5;0,67
928;19,2;0,055;0,27;0,99516;8,6;14;3,18;5;2,3;0;30,8;0,47
929;21;0,063;0,38;0,99468;8,7;10;3,3;7;3,3;0,63;-36,1;0,33
930;18,5;0,08;0,01;0,99746;6,6;8;3,69;5;1,9;0,43;-47,5;0,61
931;16,8;0,074;0,01;0,99748;7,4;13;3,48;5;2;0;41,8;0,61
932;16,5;0,078;0,29;0,9971;7,6;29;3,45;6;1,9;0,09;-125,4;0,4
933;15,8;0,074;0,01;0,99748;7,4;13;3,48;5;2;0,55;41,8;0,61
934;17,5;0,08;0,01;0,99746;6,6;8;3,69;5;1,9;0,53;27,5;0,61
